source_type,raw_text,language,event_date,label_gpt
stackoverflow,how to add self-signed generated certificate to trusted certificates from inside a java keystore?,"java, scala",2025,security
stackoverflow,no suitable httpmessageconverter found for response type [org.springframework.cloud.netflix.eureka.http.eurekaapplications]and contenttype [text/html],java,2024,web backend
stackoverflow,"go chromedp ignores any external or internal css during printing to pdf and uses only those, that in html file only",go,2023,web frontend
stackoverflow,"nvim: error detected while processing bufreadpost autocommands for ""*"":",lua,2024,developer tools
stackoverflow,"in flutterflow, how do i pass a widget builder into a custom code widget and modify its parameters or state?",dart,2025,mobile
stackoverflow,in a flutter layout with a row and column how would you align it so the text all are at the same height?,dart,2025,mobile
stackoverflow,"in rust, can i blanket-implement a supertrait on types that attempt to implement one of its subtraits?",rust,2025,embedded
stackoverflow,com.google.firebase.database.databaseexception: no properties to serialize found on class java.lang.stringbuilder while saving data to rtdb firebase,kotlin,2023,data_ai
stackoverflow,long running worker issue of workmanger: getting exception kotlinx.coroutines.jobcancellationexception: job was cancelled in coroutineworker in kotlin,kotlin,2023,mobile
stackoverflow,"how to fix ""cannot return value referencing function parameter 'x' returns a value referencing data owned by the current function"" in the async rust?",rust,2023,developer tools
stackoverflow,is the scope of a variable initialized in the arguments of a loop undefined behaviour or implementation defined behaviour in c?,c,2023,embedded
stackoverflow,"find two tangent points for given circle and two points inside the circle , lua",lua,2024,embedded
stackoverflow,"flutter_localizations from sdk depends on intl 0.18.0 and bookingapp depends on intl ^0.17.0, flutter_localizations from sdk is forbidden",dart,2023,mobile
stackoverflow,is it possible to execute code before a worker is forced to close for timeout to send output to connected clients?,perl,2023,web backend
stackoverflow,how do user values in lua c api and lua_newuserdatauv function in particular work?,"c, lua",2023,embedded
stackoverflow,how can i duplicate groups of rows in a data.table when each group needs duplication a different number of times?,r,2025,data_ai
stackoverflow,i want to find if one string to anagram of other string or not.my code is not giving a proper output.i don't know what is error in my logic,c,2023,developer tools
stackoverflow,how to enable auto-refresh for vs code explorer and source control panes for detecting file changes and updates,go,2025,developer tools
stackoverflow,i am using esri-leaflet as mapping library and using vectortilelayer to add custom basemap however struggling with arabic text that is breaking,"typescript, javascript",2023,web frontend
stackoverflow,rrunning tests with spark 3.5.1 on java 17 fails with illegalaccesserror: class storageutils cannot access class sun.nio.ch.directbuffer,scala,2025,testing_qa
stackoverflow,why does the shuffle-found trigger order for a timsort comparator contract violation *not* reliably reproduce the error when manually tested?,java,2025,data_ai
stackoverflow,"lua - how to log nested table access/writes without creating a ""proxy"" index outside of the metatable?",lua,2023,embedded
stackoverflow,get request to an api endpoint comes back as 403 forbidden even with headers using httr package in r. (works in browser),r,2025,web backend
stackoverflow,"calling a firebase cloud function gives me list<map<object?, object?>> but how can i cast it to something i can use?",dart,2025,devops_cloud
stackoverflow,lua script with input either piped from a command or passed as an argument with a default value,lua,2023,embedded
stackoverflow,"org.springframework.beans.beanutils.copyproperties(object source, object target) throws error could not copy property 'channel' from source to target",java,2024,developer tools
stackoverflow,"i have a bigquery table with a field having json datatype, i have to use scala spark to load a string into this gcp json field",scala,2024,data_ai
stackoverflow,"when trying to convert a map to scala objects using shapeless, coproduct derivatives are not picked up the compiler",scala,2024,data_ai
stackoverflow,yaml ignores empty array entries if they are at the end of the array,perl,2024,developer tools
stackoverflow,how can i wrap the text inside the plutogrid table in flutter and the height of the rows should automatically adjust accordingly?,dart,2024,mobile
stackoverflow,"google smtp not working on cpanel hosted laravel project! connection could not be established with host ""ssl://smtp.gmail.com:587""",php,2024,web backend
stackoverflow,"when using the summary() function on a linear regression model that has one of the variables as a factor, one of the factors goes missing",r,2023,data_ai
stackoverflow,how do i update a multi project sbt build that depends on macro libraries to scala 3 in stages?,scala,2024,developer tools
stackoverflow,why does the second reader see the stream as empty after reading from it using bufio.reader?,go,2025,testing_qa
stackoverflow,how can i use a pre-trained vit transformer model with the detectron2.modelling.vit() function for object detection in detectron2 along with configs?,python,2023,data_ai
stackoverflow,"why does it take so much longer to run a mutate function using c_across(all_of()) (from tidyverse/dplyr) than !!!syms(...), in r?",r,2023,data_ai
stackoverflow,error: could not find a version that satisfies the requirement pyfadecolor (from versions: none) error: no matching distribution found for pyfadecolor,python,2023,developer tools
stackoverflow,uncaught referenceerror: function is not defined at htmlselectelement.onchange and typeerror: cannot read properties of undefined (reading 'slice'),javascript,2024,web frontend
stackoverflow,is there a way to use stimulus to toggle boolean values in ruby on rails?,ruby,2025,web frontend
stackoverflow,flutter error invalid argument(s): input data length must be a multiple of cipher's block size when decrypting from encryption in php,"php, dart",2024,mobile
